audio_path,label
../raw/FLEURS/FLEURS_vi_vn/audio/train/13303250836031107583.wav,xinhua đưa tin các điều tra viên của chính phủ đã thu hồi hai hộp đen' của chiếc máy bay vào hôm thứ tư
../raw/FLEURS/FLEURS_vi_vn/audio/train/3196895471186630589.wav,giống như một số chuyên gia khác ông ấy hoài nghi về khả năng chữa bệnh tiểu đường với lưu ý rằng các phát hiện này không liên quan tới người đã bị tiểu đường tuýp 1
../raw/FLEURS/FLEURS_vi_vn/audio/train/3750424214436820395.wav,tội phạm và ác ý nhắm đến người nước ngoài nói chung hầu như không có tại greenland ngay cả trong các thị trấn không hề có những khu tệ nạn
../raw/FLEURS/FLEURS_vi_vn/audio/train/15950829146424458333.wav,và sau đó trở lại miền bắc đi qua miền tây một lần nữa vượt sông mara sau mùa mưa vào khoảng tháng tư
../raw/FLEURS/FLEURS_vi_vn/audio/train/6736655528922492639.wav,nam phi đội hạt giống hàng đầu của giải đã khởi đầu tốt khi có chiến thắng dễ dàng 26 - 00 trước hạt giống số 5 zambia
../raw/FLEURS/FLEURS_vi_vn/audio/train/10340486003193778492.wav,sư tử báo săn và báo hoa mai đôi khi sẽ rất dè dặt nên để nhìn chúng rõ hơn bạn nên dùng ống nhòm
../raw/FLEURS/FLEURS_vi_vn/audio/train/11224282063401920016.wav,người ta chỉ biết đến sự tồn tại của nó vì tác động của nó lên việc mở rộng của vũ trụ
../raw/FLEURS/FLEURS_vi_vn/audio/train/16998225811016358886.wav,massa phải ngồi ngoài ít nhất là hết mùa giải 2009
../raw/FLEURS/FLEURS_vi_vn/audio/train/1526562460725718170.wav,tại các vùng nội địa của bắc ấn độ và pakistan sữa chua thường được sử dụng trong các món cà ri còn ở miền nam ấn độ và một số vùng duyên hải khác của tiểu lục địa nước cốt dừa lại được sử dụng phổ biến
../raw/FLEURS/FLEURS_vi_vn/audio/train/13837386441283187018.wav,trang này có thể sử dụng dễ dàng bằng cách chỉ cung cấp một địa chỉ web giúp dễ nhớ và dễ đánh máy đối với những học sinh gặp khó khăn trong việc sử dụng bàn phím hoặc đánh vần
../raw/FLEURS/FLEURS_vi_vn/audio/train/16954063583780230632.wav,một vài cư dân tại bishkek đổ lỗi cho nhóm người biểu tình từ phía nam về tình trạng vô pháp luật
../raw/FLEURS/FLEURS_vi_vn/audio/train/17223607747805835940.wav,những đường đứt gãy được tìm thấy trên khắp mặt trăng và bị phong hóa rất ít cho thấy những sự kiện địa chất tạo nên chúng mới diễn ra gần đây
../raw/FLEURS/FLEURS_vi_vn/audio/train/3928924982613829602.wav,tổ tiên của họ người vượn australopithecus không có dáng đi thẳng
../raw/FLEURS/FLEURS_vi_vn/audio/train/9523209457498813968.wav,chiến tranh kế vị tây ban nha đã đánh dấu chiến tranh đầu tiên mà vấn đề trọng tâm là sự cân bằng quyền lực
../raw/FLEURS/FLEURS_vi_vn/audio/train/14760366750369739210.wav,nếu quan sát những sinh vật sống dưới kính hiển vi bạn sẽ thấy rằng chúng được tạo nên bởi những khối vuông hoặc những quả cầu nhỏ
../raw/FLEURS/FLEURS_vi_vn/audio/train/18168731158822747742.wav,nam phi đội hạt giống hàng đầu của giải đã khởi đầu tốt khi có chiến thắng dễ dàng 26 - 00 trước hạt giống số 5 zambia
../raw/FLEURS/FLEURS_vi_vn/audio/train/2428781534758845839.wav,cơn bão được ước tính đang di chuyển về phía trung quốc với vận tốc 11 km/giờ
../raw/FLEURS/FLEURS_vi_vn/audio/train/3457815109875274444.wav,khu vực này cũng là nhà của rất nhiều loài thú và chim
../raw/FLEURS/FLEURS_vi_vn/audio/train/13608180972239050283.wav,thời điểm này danh hiệu kinh đô thời trang được chuyển từ constantinople sang paris
../raw/FLEURS/FLEURS_vi_vn/audio/train/1182182931245468475.wav,nhiếp ảnh gia này sau đó được chuyển đến trung tâm y tế ronald reagan ucla và qua đời tại đây
../raw/FLEURS/FLEURS_vi_vn/audio/train/3993608496897988784.wav,điều này cung cấp cho chúng ta rất nhiều thông tin và tài liệu để xây dựng các mô hình mô phỏng giúp chúng ta hiểu được các quy trình của não bộ
../raw/FLEURS/FLEURS_vi_vn/audio/train/6777625344689186026.wav,với 17.000 hòn đảo để lựa chọn nền ẩm thực indonesia là sự kết hợp đa dạng cực kỳ phong phú của ẩm thực vùng miền trên khắp đất nước
../raw/FLEURS/FLEURS_vi_vn/audio/train/4890246148392635210.wav,nếu bạn thấy mình hay đặt lại đồng hồ khi ngủ bạn có thể để đồng hồ ở góc khác trong phòng để buộc bản thân phải rời khỏi giường để tắt
../raw/FLEURS/FLEURS_vi_vn/audio/train/3764859453368999929.wav,không chỉ là cựu vô địch olympic và thế giới saito còn là chủ tịch ủy ban huấn luyện của liên đoàn judo toàn nhật bản vào lúc ông qua đời
../raw/FLEURS/FLEURS_vi_vn/audio/train/4717458821440128111.wav,lý thuyết này mâu thuẫn với tuyên bố cho rằng mặt trăng hoàn toàn không có bất cứ hoạt động địa chất nào cả
../raw/FLEURS/FLEURS_vi_vn/audio/train/269940238287560.wav,ngân hàng northern rock đã được quốc hữu hóa vào năm 2008 sau khi có tin tiết lộ rằng công ty đã nhận được hỗ trợ khẩn cấp từ chính phủ vương quốc anh
../raw/FLEURS/FLEURS_vi_vn/audio/train/5484270391289105047.wav,người theo sikh giáo gọi tôn giáo của mình là gurmat tức là punjabi vì đường lối của guru guru là một khía cạnh cơ bản của mọi tôn giáo ấn độ nhưng trong sikh giáo đã chiếm vai trò quan trọng tạo thành cốt lõi trong tư tưởng của sikh giáo
../raw/FLEURS/FLEURS_vi_vn/audio/train/9578602834399193674.wav,đối với một số người hiểu biết đôi điều về cách thức hoạt động của máy bay cũng như những vấn đề xảy ra trong một chuyến bay có thể giúp họ vượt qua nỗi sợ do không có thông tin hoặc không kiểm soát được bản thân
../raw/FLEURS/FLEURS_vi_vn/audio/train/2352619174587400746.wav,hồ sơ panama là thuật ngữ chung cho khoảng mười triệu tài liệu từ hãng luật panama mossack fonseca bị rò rỉ với báo chí vào mùa xuân 2016
../raw/FLEURS/FLEURS_vi_vn/audio/train/6485355585858269452.wav,viên phi công được xác định là chỉ huy đội bay dilokrit pattavee
../raw/FLEURS/FLEURS_vi_vn/audio/train/9025157508743676981.wav,tiếp theo là dàn nhạc giao hưởng quốc gia istanbul ban nhạc janissary cùng hai ca sĩ fatih erkoç và müslüm gürses
../raw/FLEURS/FLEURS_vi_vn/audio/train/2214682419490177704.wav,luxembourg luôn cố gắng duy trì tư cách là nước trung lập nhưng họ đã bị đức chiếm đóng trong cả thế chiến i và ii
../raw/FLEURS/FLEURS_vi_vn/audio/train/15713999465191969382.wav,không lâu sau the atlanta journal-constitution đăng xuất bản một báo cáo chỉ ra các vấn đề với kết quả xét nghiệm
../raw/FLEURS/FLEURS_vi_vn/audio/train/9955602511846843261.wav,"trong báo cáo hằng tháng mới nhất opec nói sản lượng dầu thô xuất khẩu đã giảm đến mức thấp nhất trong hai thập niên qua khi chỉ đạt 2,8 triệu thùng mỗi ngày"
../raw/FLEURS/FLEURS_vi_vn/audio/train/1802524711579156726.wav,những đứa trẻ này có khuynh hướng tham gia vào nhiều chuyện rắc rối vì chúng tham gia vào những hành vi nguy hiểm đánh nhau và thách thức người nắm quyền hầu để kích thích não bộ của chúng bởi não bộ của chúng không thể kích thích bằng những phương pháp thông thường
../raw/FLEURS/FLEURS_vi_vn/audio/train/10948562329087378342.wav,luật của nước pháp đã thay đổi những hoạt động của ông bắt đầu từ năm ông mới 15 tuổi khi ông tham gia lực lượng kháng chiến pháp trong chiến tranh thế giới lần 2
../raw/FLEURS/FLEURS_vi_vn/audio/train/15502936678045818947.wav,điều này không chỉ khẳng định một giả thuyết đã nhiều người biết đến là ít nhất có một số loài khủng long có lông vũ mà còn cung cấp những thông tin chi tiết mà hóa thạch không thể chỉ ra chẳng hạn như màu sắc hay cấu trúc 3 chiều
../raw/FLEURS/FLEURS_vi_vn/audio/train/10327229598689192800.wav,acma cũng kết luận rằng mặc dù đoạn video được chiếu trực tiếp trên internet nhưng big brother đã không vi phạm luật kiểm duyệt nội dung trên mạng do nội dung này không lưu trữ trên trang web của big brother
../raw/FLEURS/FLEURS_vi_vn/audio/train/9385957981872039630.wav,các sao chổi có thể đã từng là một nguồn cung cấp nước cho trái đất cùng với vật chất hữu cơ có khả năng hình thành các loại protein và hỗ trợ sự sống
../raw/FLEURS/FLEURS_vi_vn/audio/train/14186861100419407707.wav,những đường đứt gãy được tìm thấy trên khắp mặt trăng và bị phong hóa rất ít cho thấy những sự kiện địa chất tạo nên chúng mới diễn ra gần đây
../raw/FLEURS/FLEURS_vi_vn/audio/train/11906420173557259212.wav,thời tiết khắc nghiệt có thể xuất hiện ở bất cứ đâu trên thế giới và có nhiều hình thái khác nhau tùy thuộc vào đặc điểm địa lý địa hình và khí hậu
../raw/FLEURS/FLEURS_vi_vn/audio/train/3488913550124045054.wav,vì các cuộc gọi được định tuyến qua mạng internet nên bạn không cần đến công ty cung cấp dịch vụ điện thoại tại nơi bạn sinh sống hoặc du lịch
../raw/FLEURS/FLEURS_vi_vn/audio/train/11450093844053793931.wav,trên thế giới hiện có gần 200 tổ chức sự kiện du lịch kết hợp chạy bộ hầu hết các tổ chức này đều vận hành độc lập
../raw/FLEURS/FLEURS_vi_vn/audio/train/198675226978548876.wav,điều này không chỉ khẳng định một giả thuyết đã nhiều người biết đến là ít nhất có một số loài khủng long có lông vũ mà còn cung cấp những thông tin chi tiết mà hóa thạch không thể chỉ ra chẳng hạn như màu sắc hay cấu trúc 3 chiều
../raw/FLEURS/FLEURS_vi_vn/audio/train/8388372436714530505.wav,hãy lấp đầy không gian ngôi nhà bạn với hương vị cà phê vào buổi sáng và một chút trà hoa cúc thư giãn vào ban đêm
../raw/FLEURS/FLEURS_vi_vn/audio/train/6668816992325834383.wav,quản trị viên của commons là adam cuerden biểu lộ sự thất vọng về việc xóa bỏ khi trao đổi với wikinews tháng trước
../raw/FLEURS/FLEURS_vi_vn/audio/train/14327507368985044297.wav,chứng giảm chú ý là một hội chứng thần kinh được đặc trưng bởi bộ ba hội chứng gồm bốc đồng mất tập trung tăng động hoặc thừa năng lượng
../raw/FLEURS/FLEURS_vi_vn/audio/train/4721144431095899654.wav,sử dụng các ứng dụng điều hướng qua gps trên điện thoại di động có thể là cách thức dễ dàng và thuận tiện nhất để xác định phương hướng khi di chuyển ở nước ngoài
../raw/FLEURS/FLEURS_vi_vn/audio/train/16628434450675071081.wav,câu chuyện được thể hiện trong vở nhạc kịch pháp bởi camille saint-saens bởi một nghệ sĩ mà cuộc sống bị bức chế bởi tình yêu dành cho thuốc phiện và nhật bản
../raw/FLEURS/FLEURS_vi_vn/audio/train/12096754822420214888.wav,vào ngày 28 tháng sáu marshal italo balbo người nắm toàn quyền libya và là người thừa kế rõ ràng của mussolini đã bị giết bởi những người cùng phe khi hạ cánh ở tobruk
../raw/FLEURS/FLEURS_vi_vn/audio/train/3562890940417906836.wav,hầu như mọi máy tính chúng ta đang sử dụng ngày này đều dựa trên việc biến đổi thông tin được mã hóa ở dạng số nhị phân
../raw/FLEURS/FLEURS_vi_vn/audio/train/8639601334314783937.wav,bàn tay của người ngắn hơn bàn chân và có các đốt thẳng hơn
../raw/FLEURS/FLEURS_vi_vn/audio/train/15548708299828651422.wav,cơ quan kiểm soát mặt đất nga đã kích hoạt động cơ và dáng bình thường của trạm đã được lập lại
../raw/FLEURS/FLEURS_vi_vn/audio/train/4446636566315197501.wav,với 17.000 hòn đảo để lựa chọn nền ẩm thực indonesia là sự kết hợp đa dạng cực kỳ phong phú của ẩm thực vùng miền trên khắp đất nước
../raw/FLEURS/FLEURS_vi_vn/audio/train/554221572348926806.wav,bàn thắng thứ hai trong đêm là bàn thứ 60 của anh ấy trong mùa giải này và anh ta trở thành cầu thủ đầu tiên ghi 60 bàn thắng trở lên trong một mùa giải kể từ năm 1995-1996 khi jaromir jagr và mario lemieux lần lượt đạt kỷ lục đó
../raw/FLEURS/FLEURS_vi_vn/audio/train/17983749940448233592.wav,ném boomerang là kỹ năng phổ biến mà nhiều du khách muốn học
../raw/FLEURS/FLEURS_vi_vn/audio/train/6065366897026867318.wav,các nhà khoa học gọi quá trình này là phát xạ kích thích vì những hạt nguyên tử bị kích thích bởi ánh sáng tạo ra sự phát xạ của các hạt photon ánh sáng và ánh sáng là một loại của bức xạ
../raw/FLEURS/FLEURS_vi_vn/audio/dev/13268479210390696192.wav,phật giáo tây tạng dựa trên những lời dạy của đức phật nhưng được mở rộng bằng con đường từ bi của phật giáo đại thừa và rất nhiều kỹ thuật yoga ấn độ
../raw/FLEURS/FLEURS_vi_vn/audio/dev/14591500972909447387.wav,với gần 7.000 đảo lớn nhất là đảo honshu nhật bản trở thành hòn đảo lớn thứ 7 trên thế giới!
../raw/FLEURS/FLEURS_vi_vn/audio/dev/5576284673121417308.wav,sau đó lakkha singh giữ vai trò chính khi hát các bài hát bhajan
../raw/FLEURS/FLEURS_vi_vn/audio/dev/4121862902282746591.wav,gia đình hebrew đã dành hầu hết thời gian sống ngoài không gian mở
../raw/FLEURS/FLEURS_vi_vn/audio/dev/9573923728449838180.wav,vệ tinh trong không gian nhận cuộc gọi và sau đó phản lại xuống gần như tức thì
../raw/FLEURS/FLEURS_vi_vn/audio/dev/6519398716111410867.wav,vệ tinh trong không gian nhận cuộc gọi và sau đó phản lại xuống gần như tức thì
../raw/FLEURS/FLEURS_vi_vn/audio/dev/16136390538496156896.wav,một số lễ hội có các khu vực cắm trại đặc biệt dành cho các gia đình có con nhỏ
../raw/FLEURS/FLEURS_vi_vn/audio/dev/11356869827794671517.wav,ngay sau đó các cảnh sát được trang bị công cụ chống bạo động tiến vào sân và dồn tù nhân vào góc bằng hơi cay
../raw/FLEURS/FLEURS_vi_vn/audio/dev/6976871534213761923.wav,có rất nhiều bãi biển vì auckland nằm giữa hai hải cảng những bãi biển nổi tiếng nhất nằm trong ba khu vực
../raw/FLEURS/FLEURS_vi_vn/audio/test/6295493789025372394.wav,buổi trình diễn âm thanh và ánh sáng trên kim tự tháp là một trong những điều thú vị nhất đối với trẻ nhỏ trong khu vực
../raw/FLEURS/FLEURS_vi_vn/audio/test/4878288597309579137.wav,ví dụ định dạng chụp ảnh tĩnh phổ biến nhất trên thế giới là 35mm kích cỡ phim thịnh hành trước khi kết thúc thời đại phim analog
../raw/FLEURS/FLEURS_vi_vn/audio/test/5080253653527714871.wav,họ thường cung cấp những thức ăn đồ uống và giải trí đặc biệt để giữ khách hàng thoải mái và giữ họ ở lại
../raw/FLEURS/FLEURS_vi_vn/audio/test/7341520868291118223.wav,del potro có ưu thế sớm trong set thứ hai tuy nhiên thời gian nghỉ giải lao khá ít sau khi đạt tỷ số 6-6
../raw/FLEURS/FLEURS_vi_vn/audio/test/14349832770836461517.wav,ngoài ra sau cuộc cách mạng các nghề nghiệp đã mở cửa cho tất cả nam giới đi xin việc giúp cho những người nhiều tham vọng nhất được thành công
../raw/FLEURS/FLEURS_vi_vn/audio/test/5785071290941988414.wav,ngoài ra sau cuộc cách mạng các nghề nghiệp đã mở cửa cho tất cả nam giới đi xin việc giúp cho những người nhiều tham vọng nhất được thành công
../raw/FLEURS/FLEURS_vi_vn/audio/test/13623898274429459653.wav,người ta có thể không lường trước được rằng sự kiên nhẫn và thấu hiểu cũng rất cần thiết cho việc hồi hương
../raw/FLEURS/FLEURS_vi_vn/audio/test/5923926592019131286.wav,greenland có dân cư thưa thớt thần thoại bắc âu kể rằng erik red bị trục xuất khỏi iceland vì tội giết người và khi đang đi về hướng tây ông đã tìm ra greenland và đặt tên vùng đất là greenland
../raw/FLEURS/FLEURS_vi_vn/audio/test/5000725296314808782.wav,chiếc xe đã được đưa đi khỏi hiện trường tai nạn vào khoảng 12:00 giờ gmt cùng ngày hôm đó
../raw/FLEURS/FLEURS_vi_vn/audio/test/15051285700679915567.wav,nhiều người không nghĩ loài vật này là khủng long vì chúng có lông vũ và biết bay
../raw/FLEURS/FLEURS_vi_vn/audio/test/4541600503868418702.wav,được xây dựng bởi người ai cập vào thế kỷ thứ ba trước công nguyên đại kim tự tháp là một trong nhiều kiến trúc kim tự tháp lớn được xây dựng để tưởng nhớ pharaoh đã băng hà
../raw/FLEURS/FLEURS_vi_vn/audio/test/2075881422575664764.wav,đầu tiên hầu hết người cưỡi ngựa mang ủng có gót cao và đế trơn khá hẹp
../raw/FLEURS/FLEURS_vi_vn/audio/test/2759412229520559265.wav,ông ta cũng tham gia vào việc khắc các loại tiền giấy cho nhiều quốc gia những ví dụ gần đây về công việc của ông ấy bao gồm chân dung thủ tướng trên mặt trước của tờ 5 đô la canada và 100 đô la canada mới
../raw/FLEURS/FLEURS_vi_vn/audio/test/15521543905177361253.wav,bệnh viện này đã làm theo quy trình kiểm soát lây nhiễm bao gồm cách ly bệnh nhân với các bệnh nhân khác để ngăn ngừa lây nhiễm có thể có cho những người khác
../raw/FLEURS/FLEURS_vi_vn/audio/test/4137202490528222223.wav,mặc dù trí tuệ nhân tạo ai có ý nghĩa rất lớn trong ngành khoa học viễn tưởng ai cũng định hình một nhánh vô cùng quan trọng trong khoa học máy tính xử lý các hành vi có khả năng học tập và nhạy và mô phỏng trí thông minh trong máy móc
../raw/FLEURS/FLEURS_vi_vn/audio/test/12013948925764266263.wav,mặc dù trí tuệ nhân tạo ai có ý nghĩa rất lớn trong ngành khoa học viễn tưởng ai cũng định hình một nhánh vô cùng quan trọng trong khoa học máy tính xử lý các hành vi có khả năng học tập và nhạy và mô phỏng trí thông minh trong máy móc
../raw/FLEURS/FLEURS_vi_vn/audio/test/12307827640123726254.wav,chúng tôi đồng ý với tuyên bố của usoc là quyền lợi của các câu lạc bộ và vận động viên của chúng tôi cũng như môn thể thao của họ có thể được phục vụ tốt hơn bằng cách tiến lên cùng sự thay đổi có ý nghĩa bên trong tổ chức của chúng tôi thay vì rút lại và bác bỏ điều đó
../raw/FLEURS/FLEURS_vi_vn/audio/test/4044844413876101082.wav,thí dụ mỗi năm các sinh viên trường bennet ở bắc carolina sẽ thiết kế một website về chuyến đi của họ tới thủ phủ của bang mỗi năm website này đều được mô hình hóa lại tuy nhiên các phiên bản cũ vẫn được duy trì trạng thái trực tuyến để làm lưu niệm
../raw/FLEURS/FLEURS_vi_vn/audio/test/2131215153309026976.wav,văn phòng của thống đốc cho biết mười chín người trong số những người bị thương là sĩ quan cảnh sát
../raw/FLEURS/FLEURS_vi_vn/audio/test/17176093354561122041.wav,hai hợp chất này phản ứng với nhau để tạo thành các tinh thể có thể làm cản trở chức năng thận các nhà nghiên cứu tại trường đại học cho biết
../raw/VIVOS/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_R001.wav,KHÁCH SẠN
../raw/VIVOS/vivos/train/waves/VIVOSSPK01/VIVOSSPK01_T050.wav,ÁN MẠNG TRÊN TOA TÀU TỐC HÀNH
../raw/VIVOS/vivos/train/waves/VIVOSSPK02/VIVOSSPK02_R001.wav,ĐẤY LÀ NHỮNG NƠI DỄ BÀY RA ĐỦ LỰA CHỌN HÀO NHOÁNG
../raw/VIVOS/vivos/train/waves/VIVOSSPK02/VIVOSSPK02_T050.wav,CHUYỆN ĐÓ KHÓ CÓ THỂ XẢY RA
../raw/VIVOS/vivos/train/waves/VIVOSSPK03/VIVOSSPK03_R001.wav,ĐANG NHANH TAY BẸO BUỘC HÀNG CẢI BẮP
../raw/VIVOS/vivos/train/waves/VIVOSSPK03/VIVOSSPK03_T050.wav,MẤY QUÁN LẨU DÊ ĐÔNG NHƯ KIẾN
../raw/VIVOS/vivos/train/waves/VIVOSSPK04/VIVOSSPK04_R001.wav,GƯƠNG MẶT NHÀ THƠ CHIM TRẮNG
../raw/VIVOS/vivos/train/waves/VIVOSSPK04/VIVOSSPK04_T050.wav,KHÁCH VẮNG HƠN NÊN NĂM NAY CHỦ CŨNG KHÔNG DÁM TĂNG GIÁ DỊCH VỤ
../raw/VIVOS/vivos/train/waves/VIVOSSPK05/VIVOSSPK05_R001.wav,ĐỂ TỰ MÌNH TÌM RA CÁC CHÂN LÝ CỦA ĐẠO PHẬT
../raw/VIVOS/vivos/train/waves/VIVOSSPK05/VIVOSSPK05_T050.wav,XIN CẢM ƠN TẤT CẢ NHỮNG NGƯỜI ĐÃ ĐÓNG GÓP VÌ NGƯỜI NGHÈO
../raw/VIVOS/vivos/train/waves/VIVOSSPK06/VIVOSSPK06_R001.wav,PHỤ HUYNH VÀ HỌC SINH ĐANG PHẢI È CỔ VÌ SÁCH GIÁ CAO
../raw/VIVOS/vivos/train/waves/VIVOSSPK06/VIVOSSPK06_T050.wav,LƯNG CỦA TÔI CŨNG ĐAU NỮA
../raw/VIVOS/vivos/train/waves/VIVOSSPK07/VIVOSSPK07_R001.wav,TÀU BẤT NGỜ BỊ LẬT ĐẮM KHI ĐANG NEO ĐẬU
../raw/VIVOS/vivos/train/waves/VIVOSSPK07/VIVOSSPK07_T050.wav,TIỀN GIỜ MẤT GIÁ QUÁ
../raw/VIVOS/vivos/train/waves/VIVOSSPK08/VIVOSSPK08_R001.wav,RỒI NGOẮC VỢ THẦY VÀO BUỒNG
../raw/VIVOS/vivos/train/waves/VIVOSSPK08/VIVOSSPK08_T050.wav,CÓ AI CỨU TUI KHÔNG
../raw/VIVOS/vivos/train/waves/VIVOSSPK09/VIVOSSPK09_R001.wav,VÀ NHÂN VIÊN CỦA BẠN CŨNG SẼ KHÔNG BAO GIỜ BỎ BẠN MÀ ĐI
../raw/VIVOS/vivos/train/waves/VIVOSSPK09/VIVOSSPK09_T050.wav,KỶ NIỆM
../raw/VIVOS/vivos/train/waves/VIVOSSPK10/VIVOSSPK10_R001.wav,LÀM NGƯỜI TA CÓ CẢM GIÁC CHÙA RỘNG LỚN HƠN DIỆN TÍCH THỰC
../raw/VIVOS/vivos/train/waves/VIVOSSPK10/VIVOSSPK10_T050.wav,KỶ NIỆM
../raw/VIVOS/vivos/train/waves/VIVOSSPK11/VIVOSSPK11_R001.wav,HÔM QUA CU ÚT ĐI HỌC VỀ VỚI BỘ MẶT MÉO XẸO
../raw/VIVOS/vivos/train/waves/VIVOSSPK11/VIVOSSPK11_T050.wav,KHÔNG ĐI HỌC NỮA ĐÂU
../raw/VIVOS/vivos/train/waves/VIVOSSPK12/VIVOSSPK12_R001.wav,HÀNG NGÀN NGƯỜI THÍCH THÚ
../raw/VIVOS/vivos/train/waves/VIVOSSPK12/VIVOSSPK12_T050.wav,MẤY QUÁN LẨU DÊ ĐÔNG NHƯ KIẾN
../raw/VIVOS/vivos/train/waves/VIVOSSPK13/VIVOSSPK13_001.wav,ĐỂ NGẮM NHÌN VẺ ĐẸP CỦA ĐẤT TRỜI
../raw/VIVOS/vivos/train/waves/VIVOSSPK13/VIVOSSPK13_300.wav,TIỀN GIỜ MẤT GIÁ QUÁ
../raw/VIVOS/vivos/train/waves/VIVOSSPK14/VIVOSSPK14_001.wav,NGƯỜI MẸ GIÀ QUANH NĂM BÁN VÉ SỐ THÔI MÀ
../raw/VIVOS/vivos/train/waves/VIVOSSPK14/VIVOSSPK14_300.wav,KHÁCH VẮNG HƠN NÊN NĂM NAY CHỦ CŨNG KHÔNG DÁM TĂNG GIÁ DỊCH VỤ
../raw/VIVOS/vivos/train/waves/VIVOSSPK15/VIVOSSPK15_001.wav,LÃN LÃN CÔNG
../raw/VIVOS/vivos/train/waves/VIVOSSPK15/VIVOSSPK15_300.wav,MẤY QUÁN LẨU DÊ ĐÔNG NHƯ KIẾN
../raw/VIVOS/vivos/train/waves/VIVOSSPK16/VIVOSSPK16_001.wav,CÔNG TY MÍA ĐƯỜNG QUẢNG NAM
../raw/VIVOS/vivos/train/waves/VIVOSSPK16/VIVOSSPK16_300.wav,XIN CẢM ƠN TẤT CẢ NHỮNG NGƯỜI ĐÃ ĐÓNG GÓP VÌ NGƯỜI NGHÈO
../raw/VIVOS/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_001.wav,THỦ TƯỚNG NÓI ĐÂY LÀ SÁNG KIẾN CẦN PHẢI THỰC HIỆN SỚM
../raw/VIVOS/vivos/train/waves/VIVOSSPK17/VIVOSSPK17_300.wav,CÓ AI CỨU TUI KHÔNG
../raw/VIVOS/vivos/train/waves/VIVOSSPK18/VIVOSSPK18_001.wav,VÍ DỤ NHƯ CHÍNH PHỦ TRẢ PHỤ CẤP
../raw/VIVOS/vivos/train/waves/VIVOSSPK18/VIVOSSPK18_300.wav,THÔI KẾT THÚC TẠI ĐÂY
../raw/VIVOS/vivos/train/waves/VIVOSSPK19/VIVOSSPK19_001.wav,NIỆU QUẢN LÀ HAI ỐNG DÀI HẸP DẪN NƯỚC TIỂU TỪ THẬN XUỐNG BÀNG QUANG
../raw/VIVOS/vivos/train/waves/VIVOSSPK19/VIVOSSPK19_300.wav,NHẬT HOÀNG MUÔN NĂM
